10th_percent,12th_percent,jee_rank,gender,experience,engineering_field,college_tier,salary
80.0,84.2,121895,Male,2,Electrical,State College,761550
75.7,74.8,39028,Male,7,Electrical,State College,250000
78.0,74.6,24973,Male,3,Mechanical,State College,722571
100.0,100.0,60,Male,3,Electrical,Top IIT,1777270
67.7,71.0,16700,Male,3,Mechanical,State College,557789
67.5,69.5,47470,Male,5,Mechanical,Private College,250000
72.6,82.7,26252,Male,2,Electronics,Private College,250000
84.2,84.3,284,Male,3,Electrical,NIT,625314
71.5,76.0,10023,Male,5,Civil,State College,250000
75.8,81.5,37789,Male,4,Computer Science,NIT,512570
99.0,94.2,1,Male,3,Computer Science,NIT,905920
75.9,82.9,250485,Male,9,Mechanical,NIT,2226860
69.2,80.5,92789,Female,3,Electronics,State College,558490
68.6,66.7,15049,Female,2,Computer Science,State College,1060890
85.7,87.8,11085,Male,5,Civil,State College,1239314
78.4,78.2,152330,Female,2,Computer Science,State College,814443
95.0,92.5,1306,Male,3,Electrical,State College,773789
85.4,87.2,4125,Male,1,Electrical,State College,584736
74.9,66.8,33032,Female,4,Electrical,State College,473740
71.7,72.1,85716,Male,1,Mechanical,State College,611572
81.7,83.2,11697,Female,9,Electrical,State College,874127
90.0,92.5,1994,Female,5,Mechanical,State College,571940
70.4,69.6,2737,Male,5,Civil,State College,1192726
88.0,75.5,54534,Male,10,Mechanical,NIT,557706
77.1,73.7,2487,Male,3,Computer Science,NIT,1641580
84.3,86.3,6317,Male,7,Electrical,State College,884370
78.3,76.9,249541,Female,10,Civil,NIT,1362283
77.1,81.3,11399,Male,6,Mechanical,NIT,1700829
98.0,90.9,7704,Female,5,Computer Science,NIT,1048162
92.1,86.9,12963,Female,3,Computer Science,State College,1017905
98.0,87.7,3306,Male,3,Mechanical,State College,359828
71.8,63.8,9718,Male,10,Civil,NIT,1070197
72.2,70.3,17455,Female,3,Computer Science,State College,1813025
83.7,78.9,139899,Female,5,Mechanical,State College,1071585
88.2,83.4,4937,Male,10,Computer Science,State College,1422979
76.6,77.9,33619,Male,6,Computer Science,State College,1490103
84.4,85.1,32824,Male,10,Civil,Private College,1094417
78.7,79.2,249019,Male,6,Computer Science,NIT,2546217
78.6,79.2,26687,Female,5,Computer Science,State College,1214056
86.2,86.8,5382,Male,7,Civil,NIT,1058614
75.2,66.7,64990,Male,4,Computer Science,State College,481669
83.5,79.3,2988,Female,2,Mechanical,NIT,1352962
77.7,82.8,246726,Male,10,Mechanical,NIT,1403489
79.1,80.6,46795,Male,2,Computer Science,State College,937721
74.1,76.8,3722,Male,4,Electronics,State College,1201779
66.8,63.0,14204,Male,4,Mechanical,State College,756274
76.2,87.2,21905,Female,10,Computer Science,State College,457250
84.0,85.4,3594,Female,2,Mechanical,NIT,624996
68.0,70.4,244284,Male,2,Computer Science,NIT,1442383
78.6,80.2,805,Female,8,Computer Science,NIT,1566629
97.0,94.2,1054,Male,7,Mechanical,State College,689454
92.8,91.8,9406,Male,2,Computer Science,Private College,899332
81.7,77.9,3669,Female,1,Electrical,State College,361242
67.6,67.0,7426,Female,2,Electrical,State College,986187
79.9,79.6,96281,Female,2,Electrical,State College,427914
86.3,87.9,6066,Male,9,Computer Science,NIT,1296963
91.1,91.5,2222,Female,10,Computer Science,State College,929618
78.7,83.9,1062,Female,8,Computer Science,State College,668286
88.1,86.8,6795,Female,10,Civil,State College,864088
75.8,81.1,107549,Male,5,Mechanical,State College,250000
88.8,81.7,223838,Male,6,Electrical,State College,390164
92.4,99.3,174,Male,3,Computer Science,State College,368446
79.2,83.2,8491,Male,4,Mechanical,State College,635627
76.8,83.2,61348,Male,6,Computer Science,Private College,637759
92.5,92.2,9283,Female,3,Mechanical,State College,412931
69.8,76.8,217137,Male,4,Civil,NIT,1241644
62.5,66.0,35748,Female,5,Mechanical,State College,593243
74.5,73.1,15842,Male,4,Civil,State College,440330
96.8,89.0,4860,Female,3,Computer Science,NIT,1634331
85.3,82.7,17955,Male,5,Computer Science,NIT,2182844
78.3,69.9,5130,Female,1,Mechanical,State College,566753
84.0,86.7,81519,Female,3,Computer Science,State College,749803
73.6,78.3,210321,Male,1,Mechanical,NIT,881590
90.7,87.9,85882,Male,4,Electronics,NIT,1874376
83.5,73.4,20814,Male,8,Civil,State College,789555
93.5,92.4,1068,Male,4,Electrical,Mid IIT,933604
97.0,94.1,270,Male,4,Electrical,NIT,1424970
86.6,88.5,4018,Male,5,Computer Science,State College,1164309
97.9,96.3,708,Male,4,Electronics,Mid IIT,1024443
83.1,83.7,1067,Female,3,Mechanical,State College,576995
88.2,78.1,57049,Male,1,Computer Science,State College,1131450
87.6,78.9,17842,Male,5,Civil,NIT,1147772
97.0,96.0,669,Male,6,Civil,Top IIT,1566594
81.3,83.0,6164,Female,2,Civil,State College,398214
96.9,90.9,4075,Male,8,Electrical,Mid IIT,2214908
99.0,97.0,792,Female,5,Computer Science,Top IIT,3000000
60.1,68.3,44527,Female,7,Computer Science,Private College,250000
80.4,83.1,204039,Male,3,Computer Science,State College,558619
90.0,92.1,1426,Male,4,Electrical,Mid IIT,897798
90.2,99.0,1,Male,6,Mechanical,Top IIT,2574803
85.9,88.6,3388,Male,3,Computer Science,State College,1015711
82.4,80.3,55062,Male,10,Electronics,State College,518813
80.3,75.5,121461,Male,8,Electrical,State College,1198569
96.2,93.2,4196,Male,2,Electronics,NIT,1531603
89.3,82.1,855,Female,4,Electronics,Mid IIT,1545599
83.3,78.3,32357,Female,6,Computer Science,State College,988717
72.4,71.7,34755,Male,10,Computer Science,State College,2868685
77.8,77.7,157116,Male,3,Mechanical,State College,250000
70.1,65.3,20602,Female,2,Electrical,State College,480592
97.0,93.6,4490,Male,5,Electrical,State College,421356
97.0,92.5,5194,Male,4,Computer Science,State College,504205
69.7,71.0,2839,Female,8,Electrical,State College,493410
90.5,80.7,13427,Male,5,Electronics,State College,607143
79.9,71.8,3159,Male,6,Civil,State College,250000
86.3,85.5,816,Female,8,Computer Science,NIT,2751293
80.5,84.5,9686,Male,10,Computer Science,State College,1232510
85.0,75.0,90858,Male,4,Civil,State College,586590
81.2,73.0,47359,Female,4,Civil,State College,670135
88.7,96.6,791,Female,7,Computer Science,Mid IIT,3000000
75.0,68.7,9633,Male,2,Electrical,State College,714668
100.0,94.4,5994,Male,2,Mechanical,State College,286175
91.0,83.8,12160,Female,2,Electronics,Mid IIT,1991766
83.6,79.3,17286,Male,4,Electrical,State College,615870
83.5,75.1,181013,Male,6,Civil,State College,946319
83.9,80.6,47710,Male,4,Computer Science,NIT,2882637
79.6,77.2,83057,Female,1,Electrical,NIT,1561976
71.7,77.3,1421,Male,5,Computer Science,State College,1108087
86.7,73.3,3494,Female,5,Computer Science,State College,1284893
81.8,84.9,10085,Male,6,Mechanical,Private College,483094
71.6,77.3,24949,Female,2,Electrical,NIT,962322
79.2,83.6,175693,Male,10,Electrical,Private College,889747
96.0,96.9,247,Male,2,Civil,Mid IIT,1899439
86.5,90.0,1783,Female,4,Computer Science,NIT,549006
96.9,98.3,88,Male,5,Computer Science,Top IIT,3000000
77.7,75.3,24358,Male,1,Electrical,State College,338277
76.9,70.2,29363,Female,4,Computer Science,State College,561002
87.3,81.8,16352,Male,4,Computer Science,State College,1039372
81.2,78.6,22037,Male,1,Mechanical,NIT,951189
100.0,99.0,263,Male,4,Electrical,NIT,876312
100.0,90.1,5053,Female,10,Electrical,State College,694877
79.7,76.0,7901,Male,4,Computer Science,State College,250000
76.4,66.7,57396,Male,7,Computer Science,State College,250000
68.1,65.4,12509,Female,4,Computer Science,Private College,1179637
86.0,84.8,3107,Male,2,Computer Science,State College,1079620
79.7,83.0,249579,Male,6,Computer Science,Private College,445886
80.2,79.4,73734,Male,1,Electrical,State College,250000
77.0,74.3,35149,Male,4,Computer Science,State College,670143
91.1,95.5,9744,Female,3,Mechanical,State College,361588
78.7,76.1,156433,Male,2,Computer Science,State College,470270
87.5,92.3,5081,Female,5,Computer Science,NIT,1797557
88.7,82.3,21485,Male,3,Mechanical,State College,503386
79.3,82.4,10715,Male,3,Electrical,State College,547936
69.0,68.2,169445,Male,6,Computer Science,NIT,2833530
72.3,75.3,5701,Male,8,Civil,Private College,787164
81.7,82.8,152718,Female,3,Computer Science,Private College,1535582
93.5,88.6,680,Male,5,Mechanical,State College,300589
94.4,89.5,4690,Female,10,Mechanical,State College,903664
87.0,87.8,7539,Female,4,Computer Science,NIT,1781888
73.3,85.3,35431,Male,7,Electrical,State College,1023025
84.3,85.0,19848,Female,2,Computer Science,State College,1245997
91.3,88.1,566,Male,3,Computer Science,State College,1106863
92.2,96.3,3517,Male,10,Civil,Top IIT,2445814
84.2,81.6,160434,Male,3,Civil,NIT,922181
80.2,82.8,185732,Female,10,Electronics,State College,559205
73.6,66.4,15287,Female,4,Electronics,State College,952845
84.3,86.0,6332,Female,4,Computer Science,State College,1102846
89.5,90.5,1052,Male,2,Electrical,State College,504979
75.7,80.0,15459,Female,2,Computer Science,State College,794186
98.0,98.1,1192,Male,5,Computer Science,Top IIT,2916695
84.0,83.8,39003,Male,10,Mechanical,State College,250000
72.0,69.2,14267,Male,10,Civil,NIT,1147370
67.4,69.0,5887,Female,6,Electronics,State College,1104179
84.8,86.0,48574,Male,7,Computer Science,State College,1897839
71.5,74.4,2152,Male,2,Electronics,State College,250000
82.4,88.7,2304,Female,3,Mechanical,State College,556570
89.2,93.1,9479,Male,5,Computer Science,NIT,3000000
83.9,89.4,3846,Male,8,Computer Science,Mid IIT,1174228
80.4,78.9,20192,Male,4,Electronics,NIT,1423775
82.2,76.0,249818,Male,4,Civil,NIT,1155893
72.7,74.2,45317,Female,9,Computer Science,State College,1815035
71.4,77.6,3198,Male,6,Mechanical,NIT,1427730
69.7,67.2,100574,Male,5,Civil,NIT,1023011
67.7,76.2,6209,Male,5,Civil,State College,627795
76.6,69.9,2808,Male,5,Mechanical,State College,548836
78.2,68.6,249763,Female,6,Computer Science,State College,1003112
75.7,88.8,13369,Male,4,Computer Science,Mid IIT,1700964
76.4,76.1,13992,Male,9,Mechanical,State College,950832
76.5,76.6,22202,Female,3,Computer Science,State College,1033152
71.8,73.2,15838,Female,4,Computer Science,State College,1272756
83.2,84.7,249855,Male,2,Electrical,Private College,1011449
61.3,63.6,7507,Male,2,Electronics,State College,1582415
66.7,64.3,161677,Male,4,Electrical,State College,879973
87.8,86.9,6112,Male,4,Electronics,State College,794891
80.3,77.2,50051,Male,2,Electronics,NIT,1422947
82.2,84.1,519,Male,7,Computer Science,Private College,484143
70.5,66.1,179196,Male,2,Mechanical,State College,1020343
72.1,76.8,6136,Male,5,Computer Science,State College,954516
99.0,95.0,940,Male,2,Civil,State College,703352
88.0,82.9,18181,Male,5,Computer Science,Mid IIT,3000000
96.0,100.0,1064,Female,1,Computer Science,State College,1167086
91.3,85.1,552,Female,3,Computer Science,State College,1476025
78.9,83.2,90545,Male,10,Civil,NIT,1441383
91.0,85.7,2382,Female,10,Mechanical,Private College,1385173
85.8,89.4,10062,Female,3,Computer Science,State College,883221
76.4,70.6,83814,Female,6,Computer Science,State College,967201
73.2,78.6,111401,Female,10,Computer Science,Private College,903931
99.4,97.9,3552,Male,2,Electronics,State College,1160423
85.4,84.7,27224,Female,2,Mechanical,State College,763290
72.7,73.5,13424,Male,6,Electronics,State College,1232800
99.9,91.1,1688,Male,1,Electronics,NIT,871482
72.9,83.3,53243,Female,8,Electrical,State College,656346
85.1,78.2,11321,Male,3,Electrical,NIT,855899
83.7,81.2,14388,Male,8,Mechanical,State College,1274036
89.0,89.7,1718,Male,3,Electronics,NIT,2340821
72.9,77.5,4263,Male,8,Computer Science,State College,436407
81.4,73.5,32331,Female,3,Electrical,State College,644759
75.8,80.8,22533,Female,2,Mechanical,State College,331730
96.4,96.0,918,Male,7,Computer Science,Top IIT,3000000
67.3,67.8,12066,Female,3,Mechanical,State College,687794
73.2,71.8,249709,Female,10,Computer Science,Private College,471551
81.9,88.3,528,Male,3,Computer Science,Mid IIT,2854031
79.1,81.7,4014,Male,10,Civil,State College,250000
81.8,78.2,9660,Male,3,Computer Science,State College,1465740
80.1,75.1,17773,Male,5,Computer Science,State College,747866
76.6,70.4,43448,Female,5,Electrical,Private College,1057138
71.3,68.2,19635,Female,10,Electrical,NIT,1863637
85.9,79.9,197185,Female,3,Mechanical,Private College,549572
71.2,77.7,10865,Male,6,Computer Science,State College,1000088
87.1,80.8,14629,Male,3,Computer Science,State College,592750
96.3,92.4,4001,Female,4,Civil,State College,852204
78.3,72.2,7459,Female,2,Computer Science,State College,1036653
84.4,83.7,1,Male,7,Electrical,Mid IIT,1782113
99.5,97.0,655,Male,4,Computer Science,Top IIT,3000000
86.9,94.5,1094,Male,5,Mechanical,State College,452909
64.2,63.900000000000006,30587,Female,5,Computer Science,State College,976928
78.4,74.3,5568,Male,6,Computer Science,State College,1944442
77.7,79.2,8544,Male,2,Computer Science,NIT,1760335
78.6,73.4,49193,Male,5,Computer Science,State College,895256
80.1,71.6,5115,Female,3,Mechanical,Private College,398319
100.0,95.8,2895,Male,4,Electrical,Private College,803167
84.8,78.9,49142,Male,5,Computer Science,State College,250000
67.0,64.5,31642,Male,10,Mechanical,State College,497267
71.7,66.9,9824,Female,4,Electrical,Private College,432393
78.6,83.8,3185,Male,4,Mechanical,Private College,312605
72.0,68.2,27443,Female,2,Civil,State College,597275
96.3,91.9,3073,Male,8,Mechanical,Mid IIT,1203591
71.3,81.0,68275,Female,4,Civil,State College,506219
96.0,93.0,693,Female,4,Computer Science,Top IIT,2878908
72.9,72.0,10383,Male,3,Computer Science,State College,1226295
70.2,65.8,4512,Male,2,Civil,State College,250000
66.2,59.5,6557,Male,5,Mechanical,State College,641360
96.2,94.4,3454,Female,4,Civil,State College,678596
71.7,65.6,28829,Male,3,Mechanical,Private College,444617
77.3,82.7,153349,Female,2,Mechanical,State College,410284
72.2,63.7,43032,Male,6,Civil,State College,359812
88.8,87.3,198396,Female,4,Mechanical,State College,751634
91.4,89.6,7789,Male,4,Computer Science,State College,1415546
85.1,81.2,120686,Male,6,Civil,State College,964532
75.6,75.4,5971,Male,8,Computer Science,State College,1104418
79.9,73.6,56492,Male,8,Computer Science,NIT,1644331
81.9,86.4,7045,Female,1,Mechanical,State College,309102
83.7,78.9,33237,Male,4,Computer Science,State College,1375696
93.3,85.2,7508,Male,10,Computer Science,State College,1443957
68.5,78.7,61425,Male,6,Civil,State College,540721
97.8,90.4,2952,Male,5,Civil,State College,651009
87.6,82.9,2048,Female,8,Mechanical,NIT,1815148
74.1,70.2,10513,Male,10,Computer Science,State College,1171766
71.3,67.8,28155,Male,8,Civil,Private College,572823
74.2,71.7,3194,Female,7,Mechanical,State College,847395
98.0,87.3,187,Male,7,Mechanical,Mid IIT,1907229
84.3,87.1,1314,Male,4,Mechanical,NIT,1486160
82.8,77.5,1033,Female,6,Mechanical,NIT,1208724
100.0,92.0,4939,Female,4,Computer Science,State College,689985
92.9,89.5,11519,Male,2,Computer Science,State College,1478825
79.0,76.2,7976,Male,5,Computer Science,State College,912396
68.2,67.7,2709,Male,7,Computer Science,State College,1216207
85.0,90.4,2340,Female,4,Computer Science,State College,1500586
74.4,78.3,186857,Female,3,Civil,NIT,735818
84.6,81.6,21139,Male,1,Computer Science,NIT,1344358
85.6,83.5,15096,Male,3,Computer Science,Private College,624277
95.6,87.5,12833,Female,2,Computer Science,NIT,2258411
100.0,85.2,4842,Female,8,Computer Science,State College,695331
85.9,84.1,6537,Male,6,Computer Science,State College,1515785
82.1,75.7,76079,Male,4,Computer Science,State College,1384055
98.9,87.8,1,Male,3,Computer Science,Mid IIT,3000000
85.9,86.1,12109,Male,2,Mechanical,State College,902743
93.8,84.9,9490,Female,2,Electrical,State College,476719
80.9,67.2,2956,Female,6,Mechanical,State College,415242
79.3,79.9,5722,Male,4,Electronics,State College,1331816
98.0,94.0,6230,Female,5,Computer Science,NIT,2080028
86.9,94.0,665,Male,5,Computer Science,NIT,1572616
98.0,95.0,809,Male,2,Computer Science,NIT,1517190
66.0,61.0,144615,Male,2,Computer Science,State College,659161
73.3,69.7,35598,Male,3,Mechanical,State College,250000
89.6,91.7,1,Male,10,Civil,Top IIT,1976803
87.0,86.4,2112,Female,2,Electronics,Mid IIT,1595096
67.5,64.5,121059,Female,5,Electronics,State College,812236
87.7,91.4,16453,Male,1,Computer Science,State College,475137
72.2,69.0,4312,Male,10,Computer Science,NIT,1802658
86.6,81.0,89782,Female,8,Electrical,State College,406169
91.7,88.1,8756,Male,6,Computer Science,NIT,2149853
86.2,95.8,28315,Female,6,Electrical,Private College,618905
79.0,71.1,13351,Male,4,Computer Science,State College,250000
87.3,85.4,8390,Female,8,Mechanical,State College,933005
84.5,90.5,1202,Male,5,Computer Science,NIT,1747525
77.1,79.1,157060,Female,2,Electrical,State College,857008
74.4,68.6,36228,Female,5,Computer Science,State College,798167
82.2,89.3,8324,Male,6,Electronics,State College,919832
94.8,89.2,1491,Male,2,Computer Science,NIT,1364240
93.6,97.6,552,Male,3,Computer Science,Mid IIT,3000000
73.3,75.9,71133,Male,3,Mechanical,NIT,1271182
67.0,69.1,4952,Male,5,Electrical,NIT,358833
78.0,73.3,37414,Male,7,Computer Science,State College,833324
76.4,76.6,19210,Female,4,Computer Science,State College,1200106
99.6,97.1,8737,Female,5,Mechanical,State College,538110
83.2,84.6,13677,Male,3,Computer Science,NIT,250000
100.0,96.0,979,Male,6,Computer Science,NIT,1538880
82.2,83.3,101729,Male,7,Computer Science,State College,580496
75.2,75.8,11593,Female,3,Computer Science,State College,642371
96.9,92.3,10036,Female,9,Civil,State College,729430
90.3,91.6,2683,Male,2,Computer Science,State College,746164
78.2,78.3,28376,Male,7,Civil,State College,805012
94.5,91.5,3395,Male,6,Computer Science,NIT,1106653
64.2,67.7,24984,Male,10,Mechanical,Private College,754538
69.1,72.4,25768,Male,4,Mechanical,State College,732623
76.7,74.8,4478,Male,3,Computer Science,State College,876851
79.6,76.4,3104,Female,4,Electrical,NIT,1022444
78.9,79.3,195470,Male,10,Mechanical,NIT,371557
97.0,89.5,2777,Male,4,Computer Science,State College,1310043
84.1,78.0,31462,Male,1,Computer Science,State College,1492413
71.0,68.5,21245,Female,5,Mechanical,State College,250000
75.0,73.3,16180,Male,7,Computer Science,NIT,1619117
85.5,76.8,25418,Male,3,Computer Science,State College,1173648
78.1,75.8,36009,Male,1,Computer Science,State College,751416
91.3,86.6,395,Female,3,Electrical,State College,777271
